CUST_ID,da_Mean,rev_Range,mou_Range,change_mou,unan_vce_Mean,owylis_vce_Mean,mouowylisv_Mean,peak_vce_Mean,mou_peav_Mean,opk_vce_Mean,mou_opkv_Mean,crclscod,asl_flag,totcalls,totmou,avgmou,hnd_price,lor,dwlltype,marital,wrkwoman,proptype,pcowner,kid0_2,kid6_10,kid11_15,kid16_17,car_buy
10013,1.7325,5.62,289,152.5,16.66666667,26,12.11333333,70,150.3233333,37.33333333,64.37,AA,N,853,2014,251.75,29.98999023,8,S,M,,A,Y,U,Y,Y,U,New
10014,0,28,499,-200.75,6.666666667,2.333333333,1.026666667,22.66666667,165.6533333,17.33333333,145.1766667,AA,N,842,4729,248.89,59.98999023,15,S,S,,A,,U,Y,Y,U,UNKNOWN
10015,1.98,1.98,119,15.25,15.33333333,19.33333333,11.93,125.3333333,284.1,38.33333333,155.1933333,AA,N,2295,8212,427.11,29.98999023,2,S,U,,A,,U,U,U,U,UNKNOWN
10016,0,20,314,173.5,30.33333333,54,61.59666667,72.66666667,207.6366667,104,290.91,AA,N,2367,9458,523.56,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10017,1.485,2.97,117,67.25,0,0,0,0,0,0,0,EA,N,7671,15895,755.1,149.9899902,15,,M,,,,U,U,U,U,New
10018,0,0,72,-47,2.666666667,3,1.403333333,10.33333333,55.97,11.33333333,40.49666667,CA,Y,198,1017,125.38,149.9899902,3,M,S,,B,,U,U,U,U,New
10019,0,34.72,237,167,5.333333333,3.666666667,5.763333333,28.33333333,66.68333333,3,7.336666667,J,N,1201,3037,69.85,29.98999023,5,,,,,,,,,,
10020,0,0,62,33.5,13.33333333,3.333333333,1.433333333,10.66666667,9.166666667,8.333333333,4.2,AA,N,582,915,41.86,59.98999023,2,S,U,,,,U,U,U,U,UNKNOWN
10021,7.425,35.44,521,363,108,82,68.03,373,664.5333333,208.6666667,495.0633333,E4,N,13997,34309,1622.43,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10022,2.2275,9.12,1093,711.25,28.66666667,74.66666667,72.04,94.66666667,229.91,134,290.7266667,AA,N,2865,7987,661,79.98999023,0,M,U,,,,U,U,U,U,UNKNOWN
10023,0.2475,0.99,134,85.5,18.33333333,8.333333333,10.67,58.33333333,150.76,16.33333333,64.19666667,AA,N,2750,9736,485.95,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10024,0.2475,66.5,967,-484.25,19.66666667,21,38.21,98.66666667,517.9133333,74,406.7066667,AA,N,1476,10508,1500.43,129.9899902,3,S,M,,A,,U,U,Y,U,New
10025,0,0,63,34.75,4.666666667,1.333333333,0.866666667,15,49.12333333,8.666666667,65.26666667,A,N,1394,6656,235.71,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10026,0,8.24,130,-62.5,8.666666667,9.666666667,6.823333333,52.66666667,23.06,19.66666667,19.56666667,A,N,2157,3090,137.5,9.989997864,10,S,M,Y,A,Y,U,U,Y,Y,New
10027,0,28.35,409,178.25,16.66666667,9.666666667,18.30666667,63,154.3733333,41.66666667,188.37,AA,N,826,2921,364.63,59.98999023,14,S,B,,A,,U,U,U,U,UNKNOWN
10028,1.2375,33.56,518,354.25,70.66666667,40.33333333,31.72,198.3333333,349.7733333,181.6666667,481.2066667,EA,N,5655,13468,958.71,59.98999023,5,,S,,,,U,U,U,U,UNKNOWN
10029,2.475,187.82,1377,-775,149.6666667,3.666666667,2.263333333,375.6666667,768.98,156.3333333,324.12,EA,Y,5653,16372,1087.4,129.9899902,2,M,A,,,,U,U,U,U,New
10030,0.2475,27.24,253,-78.5,0,1.666666667,1.916666667,21.66666667,23.19333333,12,13.77666667,AA,N,1347,2244,186.92,29.98999023,15,S,M,Y,A,,U,U,U,Y,New
10031,0,9,102,60.75,7.333333333,12.33333333,10.81333333,54.33333333,73.74333333,4.333333333,8.03,AA,N,1838,3577,170.29,59.98999023,15,S,M,Y,A,Y,U,U,U,U,New
10032,0,0,217,-31.5,17.33333333,26,65.88666667,79.66666667,327.81,52.33333333,193.8666667,A,N,6725,23502,652.58,129.9899902,7,S,S,,A,,U,U,U,U,New
10033,1.2375,2.97,183,109.5,3.666666667,23.33333333,20.71,50.33333333,72.70333333,32.33333333,94.65,A,N,2414,6343,273.09,199.9899902,13,S,M,,A,Y,U,U,U,U,New
10034,0,78.1,152,-61.25,35.66666667,64,116.5566667,159.3333333,563.8433333,120.6666667,214.7833333,CA,Y,3439,10730,935.73,199.9899902,7,S,S,,,,U,U,U,U,UNKNOWN
10035,0,0,136,-34,0,0,0,0.333333333,0.233333333,0,0,AA,N,1060,2971,185.31,39.98999023,5,S,U,,A,,U,U,U,U,New
10036,0.495,1.98,52,9.75,4.333333333,4.333333333,1.926666667,115.6666667,154.9633333,32.33333333,50.05333333,AA,N,1248,2672,222.67,149.9899902,1,S,M,,,Y,U,U,U,U,New
10037,0.99,91,694,366,45,40.66666667,33.68,136.3333333,309.37,134.6666667,408.27,DA,N,2813,10465,790.77,59.98999023,2,M,B,,,,U,U,U,U,UNKNOWN
10038,0.495,0.99,138,-70.25,14.66666667,21.33333333,15.65,81.66666667,78.72333333,43.33333333,49.97666667,CY,Y,4507,8088,672.75,129.9899902,5,,S,,,,U,U,U,U,UNKNOWN
10039,2.475,5.9,137,-67.5,118,26,19.30333333,199.6666667,355.5066667,193,394.7133333,CA,Y,3202,8273,827.3,149.9899902,11,S,S,Y,A,Y,U,U,U,U,New
10040,0.495,9.37,140,78.75,21,0,0,41.66666667,34.46,46.66666667,34.43,EA,Y,331,494,94.2,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10041,0.7425,198.89,617,-302.75,59.33333333,62,103.11,129,256.27,83.66666667,161.1766667,A,N,5797,17736,532.36,29.98999023,7,S,U,,A,,U,Y,Y,U,New
10042,0.495,30.33,316,-47.25,13.33333333,5.666666667,4.823333333,46,69.88,30.66666667,109.3366667,CA,N,2367,4649,210.95,199.9899902,4,,U,,,,U,U,U,U,UNKNOWN
10043,0,70.14,288,-155.25,22.33333333,101.3333333,194.9466667,123,223.7133333,62.66666667,88.64666667,CA,Y,1525,3247,461.29,199.9899902,5,M,U,,,,U,U,U,U,New
10044,0,1.55,441,299.75,2,6.333333333,6.763333333,28.66666667,73.62666667,12,46.72333333,EA,Y,1078,3537,292.33,149.9899902,5,,S,,,,U,U,U,U,UNKNOWN
10045,1.7325,24.3,172,-99.75,78.33333333,27.33333333,16.42666667,186.3333333,164.8133333,134.3333333,97.34,CA,N,6129,9473,520,59.98999023,1,S,U,,,,U,U,U,U,UNKNOWN
10046,0.495,51.52,389,271.75,55.66666667,24.66666667,13.31333333,179,422.1933333,65,222.59,EA,N,1357,3814,610.17,59.98999023,8,S,B,,,,U,U,U,U,UNKNOWN
10047,0.2475,7.64,130,12,0,0,0,0,0,0,0,A,N,1999,3700,322.55,129.9899902,2,M,B,,,,U,U,U,U,UNKNOWN
10048,0,29.7,173,-63.25,47.66666667,3.666666667,1.52,89,96.67333333,17.33333333,15.02333333,ZA,N,1855,3171,164.89,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10049,0,17.81,61,-6.75,1.333333333,0,0,2.666666667,5.223333333,1,7.083333333,AA,N,67,235,20.91,59.98999023,15,M,M,,,,U,U,Y,U,UNKNOWN
10050,0.99,3.87,438,318.25,57.33333333,11,9.153333333,150.6666667,186.7533333,140,236.2566667,CA,Y,4209,7279,484.07,129.9899902,12,S,S,,,,U,U,U,U,UNKNOWN
10051,0,10.15,125,-66.75,36,42,38.41666667,93,168.52,75.33333333,174.4766667,AA,N,2500,6806,340.3,99.98999023,4,S,M,,,,U,U,U,U,UNKNOWN
10052,0,0,126,-80,21,12,11.40666667,53.33333333,104.51,43.33333333,138.0166667,BA,N,586,1789,255.57,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10053,0,4.5,78,50.33333333,0.333333333,0,0,1.666666667,1.103333333,0.333333333,0.093333333,A,N,87,134,5.83,149.9899902,7,S,M,,,,U,U,U,Y,UNKNOWN
10054,0,0.84,217,-80,64.66666667,86.33333333,52.74333333,134.6666667,207.2,236,346.6433333,B,N,13655,26485,1059.36,129.9899902,15,S,M,Y,A,Y,U,U,U,U,UNKNOWN
10055,0.2475,19.35,741,-490.25,15.33333333,50.33333333,99.81666667,113.3333333,281.9633333,95,472.42,AA,N,3519,11677,580.7,149.9899902,2,M,U,,E,,U,U,U,U,UNKNOWN
10056,1.2375,70.25,619,48,75.66666667,152.3333333,120.1933333,301,373.9866667,303.3333333,551.8,CA,Y,4984,10962,991.27,29.98999023,10,S,A,,,,U,U,Y,Y,New
10057,4.455,67.95,298,-89.25,56.66666667,43.33333333,19.86666667,157.3333333,317.6166667,78.66666667,175.0233333,CA,N,7881,16937,697,9.989997864,1,S,S,,,,U,Y,U,U,New
10058,0,50.12,205,-89.25,11,13.66666667,22.12666667,33.33333333,128.13,18.66666667,213.3533333,AA,N,317,2236,279.13,149.9899902,6,S,M,,,,U,U,U,U,UNKNOWN
10059,1.2375,143.68,1047,586.5,41,66.33333333,46.11666667,168.6666667,233.85,221.6666667,379.7966667,DA,Y,5968,11509,766,199.9899902,11,S,M,,A,Y,U,U,Y,Y,New
10060,0,4.55,20,1.25,3,0,0,5,11.40666667,2,3.493333333,A,N,460,1129,42.6,29.98999023,1,S,B,,A,,U,U,U,U,UNKNOWN
10061,1.98,140.57,738,133.25,116.3333333,81.33333333,109.3166667,165.3333333,301.96,233.3333333,500.3366667,DA,N,5793,15558,811.16,29.98999023,6,S,S,,,,U,U,U,U,New
10062,0,0,58,-4,7.333333333,10,7.3,56.33333333,93.73666667,10.33333333,17.09666667,AA,N,500,1161,165.71,149.9899902,8,S,M,Y,A,,U,U,Y,U,New
10063,0,8.7,282,-140.5,10.33333333,7,13.2,22,64.75666667,6.666666667,8.88,AA,N,1379,3981,397.2,149.9899902,2,M,S,Y,,,U,U,U,U,UNKNOWN
10064,0,95.12,663,-209.25,38,15.33333333,17.46,90.66666667,191.86,181.3333333,488.52,BA,N,2281,6873,624.82,149.9899902,9,S,M,Y,,,Y,U,U,U,New
10065,0.7425,244.81,744,458.5,17.33333333,66,57.83666667,146.3333333,213.67,99.33333333,161.1633333,A,N,5049,11453,555.95,199.9899902,0,M,S,,,,U,U,U,U,UNKNOWN
10066,0.7425,28.11,418,12.75,31.66666667,25,71.74666667,209,432.8866667,176.6666667,683.04,AA,N,5472,15953,1058.2,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10067,1.2375,105.23,430,272.5,5.333333333,9.666666667,6.38,20,33.94666667,25,44.13333333,A,N,1829,4969,166.66,29.98999023,9,M,S,Y,,Y,U,U,U,U,UNKNOWN
10068,0.495,60.57,245,-41.5,109.3333333,24.66666667,21.92666667,111.6666667,152.4333333,65,119.7333333,AA,N,1088,2654,331.75,129.9899902,10,S,M,,A,Y,U,U,Y,Y,New
10069,4.2075,279.68,1893,-848.5,92,44,78.40666667,151.3333333,429.9433333,229.6666667,699.9766667,EA,N,4540,13397,886.47,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10070,0,3.14,49,-12.5,0.333333333,0,0,1,0.35,1.333333333,1.09,A,N,168,482,19.96,129.9899902,15,S,S,,B,,U,U,U,U,New
10071,0,0,208,-135,15.33333333,3.666666667,2.896666667,51.33333333,60.43666667,43.33333333,96.94666667,AA,N,2507,5898,243.67,29.98999023,1,S,S,,A,,U,U,U,U,New
10072,2.2275,13.96,1170,556.25,86,93.66666667,65.07,338,475.9133333,295.6666667,466.4733333,ZA,Y,3375,6418,912,149.9899902,2,S,M,,A,,U,U,U,U,New
10073,7.1775,150.15,1098,241.75,53.66666667,105.6666667,120.3933333,461.6666667,880.62,176.6666667,406.3333333,A,N,16425,38712,1144.45,199.9899902,2,S,M,,A,,U,U,U,U,New
10074,0,0.63,49,20.5,9,0.333333333,0.04,11,101.3866667,12.66666667,133.68,AA,N,185,2279,322.57,79.98999023,13,S,M,Y,A,Y,U,Y,Y,Y,UNKNOWN
10075,0,52.59,208,22,9,12,6.996666667,103,157.23,16,48.69333333,CA,N,2533,6388,265.75,29.98999023,5,M,M,Y,D,,U,U,U,U,New
10076,0.99,5.97,271,-146.5,10.66666667,7.666666667,25.58666667,101.3333333,221.1033333,8.333333333,18.16666667,BA,N,1456,4250,177.08,29.98999023,6,S,M,,,,U,U,U,U,New
10077,0,102.17,411,63,220.6666667,87.33333333,107.25,253.3333333,407.6333333,248.3333333,438.51,AA,N,4539,12166,1106,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10078,0,27.65,395,27.75,76,15,17.40666667,88.66666667,194.9366667,27.33333333,63.37333333,B,N,1375,4858,432.73,59.98999023,2,S,M,,A,,Y,U,Y,U,New
10079,0.2475,38.38,298,-143.5,67,24,17.81,194.6666667,236.07,72,72.50333333,U,N,27139,41645,982.83,149.9899902,5,,,,,,,,,,
10080,0,7.02,77,52,43.66666667,19.66666667,46.84,81.66666667,212.6633333,35.66666667,110.9533333,D4,Y,661,2242,370.33,129.9899902,1,S,A,,,,U,U,U,U,UNKNOWN
10081,0,34.99,357,153.5,35.33333333,15.33333333,11.33333333,152,226.4366667,28.66666667,26.87666667,AA,N,4306,7894,459.18,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10082,0.7425,8.19,62,-32.75,13,14,13.01666667,87.33333333,217.9166667,30,49.05,AA,N,800,2323,290.25,149.9899902,6,S,M,,A,Y,U,U,Y,Y,New
10083,2.7225,19.2,502,305,0,0,0,0,0,0,0,BA,N,2275,4469,556.13,149.9899902,6,,S,,,,U,U,U,U,New
10084,0,33.33,33,-16,2.333333333,2,1.306666667,38,32.67333333,13.33333333,7.68,Z,N,969,1299,37.03,9.989997864,3,S,M,,A,,U,U,U,U,New
10085,0.7425,217.41,876,546.25,71.33333333,8.333333333,3.54,98.33333333,261.17,76.66666667,219.38,EA,N,1425,4867,285.94,9.989997864,5,S,U,,B,,U,U,U,U,New
10086,5.445,40.83,248,49.5,30.33333333,17.33333333,19.18,91,257.48,83.66666667,221.8,AA,N,2965,10667,592.28,199.9899902,3,S,U,,A,,U,U,U,U,New
10087,0,11.3,13,-1.75,0,0,0,0.666666667,1.15,1,1.006666667,B,N,57,109,2.28,29.98999023,3,M,S,,,,U,U,U,U,UNKNOWN
10088,0,0,97,-44.5,4.666666667,3,2.88,26.33333333,48.71,5,5.596666667,A,N,845,1853,65.86,29.98999023,7,S,M,Y,,Y,U,U,U,U,New
10089,0,5.91,199,130.25,5,5.333333333,2.663333333,38,137.08,18.33333333,77.48666667,EA,N,1021,4216,262.38,149.9899902,5,,B,,,,U,U,U,U,UNKNOWN
10090,1.2375,34.44,283,-43.5,11,21.33333333,34.01666667,66.33333333,159.0133333,24,99.40333333,AA,N,419,1418,235.67,59.98999023,12,S,M,,A,Y,U,U,Y,U,New
10091,1.7325,0.99,524,-78,18.66666667,16,19.5,184.3333333,478.2633333,161.6666667,407.18,AA,N,5880,17462,727.08,29.98999023,1,S,M,,A,,U,U,U,U,New
10092,0,0,80,-39.75,10,8.666666667,8.996666667,56.66666667,96.92666667,15,30.54,AA,N,441,1717,328,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10093,0,32.7,109,-72.75,29.33333333,40.33333333,55.44333333,108.6666667,225.1566667,75.33333333,217.8966667,A,N,3759,11331,470.42,149.9899902,15,S,S,,A,Y,U,U,Y,Y,New
10094,0,10,223,136,4,8.333333333,12.35,11.66666667,26.94,5.666666667,10.93,A,N,1332,5444,178.5,129.9899902,15,S,S,,A,Y,U,U,U,U,New
10095,3.7125,147.52,600,199.25,140,1.333333333,2.476666667,179,388.0066667,100,379.6433333,BA,N,1633,5757,959.5,99.98999023,12,S,M,,,,U,Y,Y,Y,New
10096,0.2475,99.31,501,-273.75,1,2,4.91,19.66666667,22.11333333,2.666666667,5.49,DA,Y,985,2846,348.88,149.9899902,5,,,,,,,,,,
10097,6.435,77.98,779,-386.5,55.33333333,69,47.19,197.3333333,266.4266667,213.6666667,363.3866667,EA,N,7901,15841,830.95,199.9899902,1,,B,,,,U,U,U,U,UNKNOWN
10098,0.2475,21,296,-133,20.66666667,12.33333333,12.04666667,54.33333333,93.65,20.66666667,32.96666667,AA,N,1009,4123,293.57,129.9899902,6,,U,Y,,,U,U,U,U,New
10099,0,25.11,304,151,54,7,2.043333333,47.33333333,133.93,39.33333333,176.6333333,EA,Y,1151,4397,337.38,79.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10100,0,0,338,117.5,44.33333333,61.33333333,76.06333333,80.66666667,65.42,184.6666667,272.7033333,A,N,4211,7148,365.79,149.9899902,2,S,M,,A,,U,U,U,Y,New
10101,0,0.64,26,12,9,3.333333333,3.98,15.66666667,25.72666667,2,2.486666667,A,N,669,1385,35.03,29.98999023,4,S,A,,,,U,U,U,U,UNKNOWN
10102,0.2475,34.27,622,-315.25,34,47.33333333,45.00666667,189,446.0433333,90.66666667,280.72,BA,N,2315,6439,400.88,99.98999023,5,M,S,Y,,,U,Y,Y,U,UNKNOWN
10103,0,145.61,130,88.25,5,4.666666667,4.316666667,39,58.75,15.33333333,47.54,AA,N,419,1466,122.17,149.9899902,15,S,M,Y,A,,U,U,U,Y,New
10104,0,0,7,0.5,0,0.666666667,0.206666667,3.333333333,0.963333333,1.333333333,0.386666667,A,N,173,228,13.94,29.98999023,2,S,M,,A,Y,U,U,U,U,New
10105,0,158.71,131,-34.25,2.666666667,5.333333333,2.78,7.333333333,5.036666667,8,21.83,EA,Y,471,1197,62.53,129.9899902,8,S,M,,,,U,U,U,U,New
10106,0.7425,3.58,52,8,14.33333333,9,5.553333333,78.66666667,98.92666667,28.33333333,47.20666667,A,N,3535,8217,199.44,149.9899902,7,S,B,,B,,U,U,U,U,New
10107,0,0.39,251,7.25,0,0,0,0,0,0,0,A,N,1847,4625,147.9,149.9899902,3,S,A,,A,,U,U,U,U,UNKNOWN
10108,0,24.8,326,183.5,24.66666667,28.66666667,153.1133333,90,215.9533333,116,375.9466667,AA,N,1499,5933,740.75,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10109,1.2375,26.27,422,-95.5,9,18,15.28333333,75,226.1633333,28,70.40333333,BA,N,1769,4481,315.14,149.9899902,3,,S,,,,U,U,U,U,New
10110,1.7325,67.69,230,-45.75,21,43.33333333,47.9,109.6666667,201.33,126.3333333,518.77,DA,N,3882,16974,1055.69,59.98999023,2,M,M,,,,U,U,U,Y,New
10111,2.97,7.06,308,21.25,109,46.66666667,32.03666667,200.6666667,324.0466667,90,147.14,EA,N,8988,16487,539.07,29.98999023,8,S,U,,,,U,U,U,U,UNKNOWN
10112,0,0,127,20,0,0,0,0,0,0,0,AA,N,300,887,87.6,59.98999023,3,S,M,,,Y,Y,U,Y,U,New
10113,1.7325,72.36,515,352,57.33333333,13.66666667,22.31666667,167.6666667,360.8033333,164,369.2833333,CA,Y,2609,7227,653.91,59.98999023,15,S,U,,,,U,U,U,U,UNKNOWN
10114,0.495,16.82,247,-114.5,14,17,18.11666667,27.66666667,30.12333333,29.33333333,39.08666667,DA,N,1452,2937,172.76,149.9899902,6,S,S,,,Y,U,U,Y,U,New
10115,0.495,21.18,114,45,6.333333333,8,11.00666667,36,38.57333333,27.66666667,26.92333333,CA,Y,601,1390,193.86,99.98999023,2,S,M,,,,Y,Y,U,U,New
10116,0,177.39,460,224.5,11,0,0,13.33333333,386.3666667,6.333333333,45.49666667,AA,N,421,8963,389.7,29.98999023,13,S,M,,A,,U,U,U,U,New
10117,0.2475,36.88,418,-186,0,0,0,0,0,0,0,AA,N,2739,7124,711.9,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10118,0.495,15.97,201,29.25,17.66666667,8.333333333,5.793333333,44.33333333,89.26,27.66666667,107.5533333,AA,N,588,1850,203.78,129.9899902,5,S,M,,A,,U,U,Y,Y,New
10119,2.97,163.41,1427,-670.5,233.3333333,148.6666667,185.25,250,517.2133333,355.6666667,949.8066667,CA,Y,2893,9122,1722.2,129.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10120,0.7425,0.99,675,385.75,33.33333333,26,21.52,152,386.4166667,80,255.67,AA,N,1363,5672,1108,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10121,2.475,11.54,192,85.25,40,47.66666667,30.52,122,131.4966667,26,38.05333333,B,N,3952,8317,255.84,199.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10122,0.495,2.52,128,79.5,11.33333333,10.66666667,8.42,19,26.66333333,13.33333333,14.56666667,AA,N,169,471,56,149.9899902,10,S,S,Y,,Y,U,Y,Y,Y,New
10123,0.2475,9.96,110,-65.25,97.66666667,23.33333333,22.98,121.3333333,166.69,346.6666667,613.4666667,EA,N,6263,17412,1336.92,129.9899902,6,S,S,,,,U,U,U,U,UNKNOWN
10124,0,0,271,68.25,21.66666667,41.33333333,18.75333333,84.33333333,86.31333333,90.33333333,105.6633333,EA,Y,1234,2405,343.57,199.9899902,0,S,S,,,,U,U,U,U,UNKNOWN
10125,0,29.05,267,-22.75,4,6,5.246666667,45.66666667,88.17666667,66,209.2933333,C,N,5735,12817,412,59.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10126,0.495,123.77,2008,-1142.25,115,29.66666667,20.46666667,204.6666667,305.6266667,247.6666667,762.32,CA,Y,3681,14260,1182.5,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10127,0.7425,1.98,424,-132.75,49,22,25.41333333,95,356.9666667,85.66666667,275.0233333,AA,N,9070,36151,1604,79.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10128,2.7225,113.78,477,315,21.33333333,7.333333333,4.49,78.33333333,313.5066667,28.66666667,75.82666667,AA,N,1706,7656,450,199.9899902,3,S,M,,,,Y,U,U,U,UNKNOWN
10129,0,0,115,55,5.666666667,1.666666667,6.153333333,10.66666667,55.88666667,6.666666667,42.37333333,AA,N,182,1088,120.89,59.98999023,15,S,S,Y,A,,U,U,U,U,UNKNOWN
10130,0,166.29,418,-185.75,39,11.66666667,12.00666667,91.66666667,167.4,29,55.51,EA,Y,1807,5139,480.1,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10131,0,30.6,221,60.5,1.333333333,6.333333333,9.533333333,17.66666667,72.39666667,13.33333333,196.65,AA,N,618,3375,153.41,59.98999023,11,S,M,Y,A,Y,U,U,U,U,New
10132,0,391.2,2848,1226.75,30,24.66666667,12.62333333,209,294.95,262,314.0733333,AA,N,24622,46817,1800.65,129.9899902,3,S,S,,A,,U,U,U,U,New
10133,1.485,207.97,331,-172.75,49.33333333,57.33333333,81.09666667,233.6666667,552.5066667,37.66666667,64.26,B,N,5646,13971,474.72,199.9899902,2,M,M,Y,,,U,U,Y,U,New
10134,0,0,133,-45.25,4.333333333,2,1.653333333,6,33.06333333,4.333333333,53.68333333,E,N,1183,5368,125.31,29.98999023,1,S,U,,A,,U,U,U,U,UNKNOWN
10135,3.2175,17.01,104,-7,25.33333333,1,1.023333333,91.66666667,84.48,17,9.426666667,J,N,3376,7471,338.18,29.98999023,5,,,,,,,,,,
10136,0.99,341.98,1349,-0.5,31.66666667,134,207.0666667,185.6666667,372.0666667,124.6666667,350.3133333,CA,N,2012,6976,630.82,99.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10137,0,82.59,173,-51.25,6.666666667,10.33333333,16.65333333,28.66666667,144.9933333,12.66666667,59.05666667,BA,N,642,4004,286,59.98999023,3,S,U,,,,U,Y,U,U,UNKNOWN
10138,0.2475,0.99,416,-137,47.66666667,12,5.296666667,67.33333333,230.9366667,117.6666667,498.5033333,AA,N,1660,8113,1152.29,129.9899902,5,S,M,,A,,U,U,U,U,New
10139,0,0,84,-22.25,3.666666667,10.33333333,5.7,21,37.21333333,21,101.9966667,I,N,519,2279,206.45,149.9899902,15,S,M,,,,U,U,U,U,New
10140,0.2475,9.34,98,-32,3.333333333,1,0.606666667,11.33333333,19.68,6.666666667,16.31333333,AA,N,203,430,22.58,29.98999023,2,,M,,,,U,U,U,U,New
10141,1.2375,15.07,833,-191,197.6666667,176.6666667,215.4666667,498.6666667,1076.686667,652.3333333,1384.106667,BA,N,13676,43299,2700.06,99.98999023,5,M,U,,,,U,U,U,U,UNKNOWN
10142,0.7425,26.4,981,-35.75,52,36.66666667,25.28,168,243.19,406.6666667,569.1166667,EA,N,7933,17673,1039.35,129.9899902,5,M,U,,,,U,U,U,U,New
10143,0.2475,77.67,325,-201.5,120.3333333,38,40.02,239,438.62,162.3333333,189.8633333,ZA,N,4194,10160,725.71,79.98999023,2,M,S,,,,U,U,U,U,UNKNOWN
10144,0,73.81,351,209,0,36,21.10666667,81.66666667,77.28666667,37,17.61666667,AA,N,707,1179,147,199.9899902,9,M,U,,,,U,U,U,U,New
10145,0,0.76,308,-143.25,10.33333333,30.66666667,27.55666667,116.6666667,415.72,15,49.99666667,AA,N,3195,10275,472.62,9.989997864,5,S,M,,A,Y,Y,Y,U,U,New
10146,0.495,118.19,298,-91.5,1.333333333,7.666666667,6.973333333,29.33333333,65.49333333,7.666666667,35.81666667,B,N,6306,15746,442.97,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10147,0,145.2,450,-222.25,10,8.333333333,8.16,126.6666667,280.23,28,74.67666667,A,N,4944,12893,516.67,199.9899902,9,S,M,,,,U,Y,U,U,UNKNOWN
10148,0,3.76,467,-19.5,32.66666667,27,14.92333333,118.3333333,226.7,129.6666667,315.52,BA,N,10446,20392,924.77,99.98999023,2,S,S,Y,,,U,U,U,U,New
10149,0,0,45,-19,1,1.333333333,1.606666667,15.66666667,17.28,2.333333333,4.963333333,AA,N,2884,10641,418.96,79.98999023,4,S,M,,A,,U,U,Y,Y,New
10150,3.96,20.28,317,194.5,29.33333333,3.666666667,2.563333333,52.33333333,91.41666667,17.66666667,39.36,AA,N,1201,3525,206.29,79.98999023,13,S,M,Y,,,U,U,U,U,UNKNOWN
10151,6.435,176.63,731,50,49,44.33333333,75.11666667,299,690.5166667,116.3333333,326.7266667,A,N,6934,19939,794,399.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10152,0,25,752,-442.5,37,35.66666667,61.38666667,81.66666667,136.6166667,126.3333333,215.6933333,EA,Y,2197,5563,692.13,149.9899902,5,,B,,,,U,U,U,U,UNKNOWN
10153,0,77.75,680,427,11.33333333,23.66666667,51.50333333,56.66666667,189.1933333,95.66666667,541.9133333,AA,N,1152,3760,288.46,149.9899902,5,,U,,,,U,U,U,U,UNKNOWN
10154,0.7425,7.36,158,-72.25,94.66666667,17,17.69666667,117.3333333,273.25,35,135.3666667,B,N,4280,12190,463.27,59.98999023,4,M,A,,,,U,U,U,U,UNKNOWN
10155,0,119.61,918,373.75,10.66666667,4,3.126666667,78,365.6466667,25,146.6066667,A,N,3615,15406,580,199.9899902,5,S,S,Y,,Y,U,U,U,U,New
10156,10.1475,160.85,570,-79.25,19,37.33333333,66.94666667,142.3333333,416.6066667,63.33333333,121.2933333,D4,Y,5615,15283,804.37,29.98999023,5,,,,,,,,,,
10157,0,22.5,174,-56.5,8.333333333,3.333333333,2.02,29.66666667,66.95333333,25.33333333,118.52,AA,N,462,1633,125.62,29.98999023,5,,U,,,,U,U,U,U,UNKNOWN
10158,0,5.75,65,-11.5,10.66666667,32.66666667,41.25666667,94.33333333,206.1833333,14.33333333,38.82666667,A,N,2274,6174,175.54,149.9899902,2,S,A,,,,U,U,U,U,New
10159,1.485,50.62,218,126.75,31.33333333,21,14.93333333,75,110.07,77.33333333,129.81,EA,N,2641,4573,351.54,149.9899902,2,,B,,,,U,U,U,U,UNKNOWN
10160,0,14.58,212,66.75,16.33333333,16,19.14666667,77.33333333,155.6633333,71.66666667,205.87,W,Y,967,3292,547.33,29.98999023,2,M,M,,,,U,U,U,U,UNKNOWN
